text,pageNumbers
                                                Senate.,12
"                                  Thursday, 10 September, 1903.",12
                              The Presidont took the chair at 2.30,12
"                          p.m., and read prayers.",12
                                   SOUTH AFRICANWAR .,12
                              Senator      MCGREGOR (for Senator,12
"                          PEABCE)- asked the Minister for Defence,",12
                          upon notice-,12
                             Will the Government procure from the Go-,12
                          vernment of tbe United Kingdom supplies of the,12
                          report of the Boyal Commission on the conduct,12
                          of the late war in South Africa for the informa-,12
                          tion of members?,12
                              Senator DRAKE -Tb e answer to the,12
                           honorable senator's question is as follows :-,12
                             The Government expects toreceive copies of,12
"                          the report in question, and will make them avail-",12
                          able to honorable senators. I f they are not so-,12
                          received a request will be made to the Imperial,12
                          authorities.,12
                                            HIGH COURT.,12
                              Senator HIGGS asked the Minister for,12
"                          Defence, upon notice-",12
"                             1. Whether, in view of the motion carried in-",12
"                          the Senate on Tuesday, and the adverse vote",12
                          carried against the Government in the House of,12
"                          Bepresentatives on the same date, the Govern-",12
"                          ment intend to proceed, with tho appointment of",12
                          the High Court Judges ?,12
"                            2. Is i t the intention of the Government, before",12
"                          appointing tbe said Judges, to ask. in both Senate",12
                          and Houso of Bepresentatives for a motion of,12
                          confidence ?,12
                             Senator DRAKE -Th e answers to the,12
                          honorable senator's questions are as fol -,12
                          low :-,12
                             1. Yes.,12
                            2. No.,12
                               ELECTOR AL DIVISIONSBILL .,12
                                           THIRD BEADING .,12
                             Motion (by Senator DRAKE) proposed-,12
                            That the Bill be now read a third time.,12
                              Senator Lt -Col. GOULD  - I think the-,12
                          Senate should divide.,12
                              Senator DRAKE - I t is very unusual to,12
                          call for a division on the third reading.,12
                             Senator Lt -Col. GOULD -W e consider i t,12
                          necessary and desirable to divide. We are,12
                          not going to give the B i l l our blessing.,12
                             The PRESIDENT -Order . Honorable-,12
                          senators ought not to discuss a question,12
                          across the Chamber unless they rise i n their-,12
                          places.,12
,12
        Question put.           The Senate divided.                 the ladder are absent or weak. I n the,13
            Ayes . . .              ...         . . . 14            States Government a f f e r Government have,13
             Noes . . .             ...         ...      6          not only directed their attention to p r i m -,13
"                                                                    ary education, b ut have dealt elaborately",13
                   Majority                              8          w i t h secondary education. W e a l l k n o w,13
                                                                    t h a t the educational system of each,13
                                 AYES.                              State is a ladder b y which boys may rise i n,13
" Baker, Sir R. C.                      Drake, J. G.                l i f e . Has t h a t principl e been applied t o",13
" Barrett, J. Gt.                       MCGregor, G.",13
" Best, I t . W.                        Playford, T.                this B i l l ? I t h i n k not. This clause pro-",13
"'Cameron, C. St. C.                    Stewart, J. C.               vides f o r a voluntary system of m i l i t a r y and",13
" Charleston, D. M .                    Styles, J.                  naval cadets. Ten or seventy per cent, of",13
" Dawson,. A.                                                       the boys i n a school m i g h t j o i n the cadet",13
" Dobson, H .                                  TeUer.",13
" Downer, Sir J. W.                                                  corps, and the others m i g h t not.                      The",13
"                                       O'Keefe, D. J.",13
                                                                    movement m i g h t be proceeding w i t h a l l,13
"                                 NOES.                             r a p i d i t y at one moment, and languishing a t",13
" Oould, A. J.                          Walker, J. T.                another moment. To neglect the t r a i n i n g",13
" Maefavlane,. J.                                                    of our boys between the ages of twelve and",13
" Neild, J . C.                                Teller.",13
" Smith, M . S. C.                      Matheson, A. P.              eighteen years-th e latter being the age a t",13
                                                                    w h i c h a y o u t h generally becomes a volun-,13
        Question so resolved i n the affirmative.,13
                                                                    teer or a militiaman-i s a v e i y great mis-,13
        B i l l read a t h i r d time.                              take. W e a l l know t h a t i n another place,13
                                                                    a heroic effort was made to establish a,13
