text,pageNumbers
"           Tuesday, 5 June, 1956.            be cancelled in N.ew South Wales on",11
                                             account of the shearers' strike in Queens-,11
"                                             land, bring the matter of the strike within",11
   The PBESIDENT (Senator the Hon. the jurisdiction of the Commonwealth?,11
"A. M. MCMullin) took the chair at 3 p.m., I f so, does the Government intend to take",11
and read prayers.                            any action that will bring to an end this,11
                                             disastrous holdup in Australia's foremost,11
   AUSTRALIAN CONSTITUTION.                  export industry?,11
   Senator GKANT - I direct a question,11
"to the Attorney-General. As it concerns         Senator    SPICER,-Th e honorable",11
"an entirely non-party matter, perhaps senator will recall that in view of the deci-",11
he will hear with me while I make an sion of the High Court in the Boiler-,11
"explanation. A constitutional committee, makers case, power which at present can",11
"representative of all parties, has been he exercised by the arbitral tribunals in",11
"appointed. As we all know, after the the way of enforcing their awards is very",11
"30th June, the personnel of this Senate limited. There is a bill before the Par-",11
"will be different and a situation will arise liament at the present time, which the",11
in which no method for dealing with the Senate will be discussing in the course of a,11
question of double dissolutions will exist. few days and which is designed to remedy,11
"In view of the urgency of this matter that situation. However, at the moment,",11
"will the Attorney-General, either as the the means by which enforcement action",11
chairman of this committee or in could be taken in relation to this dispute,11
collaboration with the Government and are pretty limited; but such as exist are,11
"the Opposition, immediately attempt to available to the employers to pursue if",11
devise ways and means to overcome this they see fit to do so.,11
difficulty? I t seems to me to be out of,11
all reason to postpone consideration of,11
this matter until such time as other           LATE DELIVERY OF AIRMAI L,11
questions are dealt with and submitted                      LETTERS.,11
by way of referendum to the people.,11
                                                Senator CRITCHLEY - Will the,11
   Senator SPICER - I can well underMinister representing the Postmaster-,11
stand the honorable senator's having fears General ascertain from the Postmaster-,11
of a double dissolution.                     General whether there is any way of,11
                                             finding out the reason for recent long,11
   Senator GRANT -That ' is quite undelays in the deliveries of airmail letters,11
called for.                                  as instanced by the late delivery this,11
   Senator SPICER -W e had experience week of letters addressed to members at,11
"of one in 1951, which, doubtless, my Parliament House? I n explanation, may",11
friend does not care to recall. The ques- [ say that I have before me an airmail,11
tion of the relations between the two letter posted in Adelaide on the 7th May,11
Houses is no doubt one which will come which reached Canberra only to-day. I,11
before the constitutional committee when am reliably informed that this is not a.,11
"it embarks upon its task. I t is an imporsingular instance, and other honorable",11
"tant question. The committee has been senators and, I believe, some honorable",11
given a. very wide charter to review the,11
"Constitution in the light of the developmembers in another place, have received",11
ments during the last 50 years. I have no airmail which has taken weeks from the,11
doubt that the matter to which the honordate of posting to arrive in Canberra. I,11
ahle senator has referred will be one of ask the Minister whether he will give,11
the questions to which we will have to some information about those delays to,11
devote attention.                            the Senate.,11
  SHEARING INDUSTRY STRIKE.                     Senator COOPER - I shall be pleased,11
   Senator SEWARD -M y question is           to obtain from my colleague the Post-,11
directed to the Attorney-General. Does       master-General the information sought,11
not the fact that wool sales have had to     by the honorahle senator.,11
  8 -[49 ],11
,11
"          OVERSEAS TRADE.                    fact that last week a New York surgeon,",12
"    Senator KENDALL\-M y question is         Dr. Alexander Brunschwig, Professor of",12
addressed to the Minister for Shipping       Clinical Surgery at the Cornell Univer-,12
"and Transport. I n view of the urgent        sity College of Medicine, New York, flew",12
"need to increase our exports, will the       to Australia, and with his own instru-",12
"Minister explore the possibilities of using  ments, brought with him for the purpose,",12
one of the Commonwealth ships as a           successfully operated on a sufferer from,12
trade ship? Such a vessel could be fitted    advanced cancer? Has the Minister,12
"out with display rooms, accommodation        further noted that the methods used by",12
"for sales representatives, facilities for    this doctor are largely unknown to the",12
"potential buyers and so on, with a view      Australian medical profession and,",12
"to increasing the sales of our products in   indeed, that the operation has never pre-",12
the many countries north of Australia.       viously been performed in this country?,12
"This system was tried with, great success    Will the Minister confer with the British",12
" 25 years ago, to my own knowledge, by       Medical Association in Australia with a",12
British firms interested in tlie far eastern view to ascertaining whether the tech-,12
 trade.                                      niques and instruments used by the,12
                                             American doctor can he successfully em-,12
"    Senator    PALTRIDGE - While            ployed in Australia, thereby holding out",12
 acknowledging at once the desirability of   some slight hope to sufferers from,12
 taking every measure possible to increase   advanced cancer of the particular type,12
"our sales of goods overseas, I must inform   involved?",12
 the honorable senator that although his,12
suggestion is a good one I very much             Senator COOPER - I saw a report of.,12
 doubt whether it would he possible to take  this successful cancer operation in the,12
" any one ship of the fleet of the Australian press, and I understand that there were",12
 shipping line out of service on the Aus-    Australian specialists and other doctors,12
 tralian coast. They are all fully com-     at the operation to see just what had been,12
"mitted, and I could uot, without the         done, and how it had been done. I shall",12
" closest examination, see my way clear to    bring the honorable senator's request con-",12
give the honorable senator any hope that     cerning the British Medical Association to,12
" his request will be granted.                the notice of my colleague, the Minister",12
"                                             for Health, and obtain a considered reply",12
   AUSTRALIAN-MANUFACTURED                   for him.,12
                   CARS.,12
    Senator ARNOLD -Abou t two weeks             GENERAL MOTORS-HOLDEN'S,12
"ago, I asked a question of the Minister                       LIMITED'.",12
for the Navy with regard to the tariff,12
protection given to Australian manufac-         Senator BROWN - I ask the Leader,12
" turers of motor vehicles or, alternatively, of the Government whether he has",12
 the penalty placed on motor vehicles which  noticed a report that a representative of,12
come from overseas. The Minister pro-        General Motors-Holden's Limited has,12
"mised to obtain a statement for me, and       declared that £6,000,000 of the huge",12
"I now ask him whether he yet has done so.    profit of £10,000,000 made by the com-",12
                                             pany last financial year is to he,12
"    Senator O'SULLIVAN -Som e time            "" ploughed back"" into the motor car",12
"ago, I had the answer available, but the      industry. Has the Minister any inside",12
honorable senator was at that time other-   information concerning the manner in,12
wise engaged. The answer has been            which this money is to be expended ? Is,12
" posted to him, and I believe that it has",12
"already appeared in Hansard. However,         it to be used to develop a system of auto-",12
"I am sorry that he did not obtain the        mation in the industry? I f so, what",12
"answer personally.                           steps, i f any, are being taken to safe-",12
"                                              guard the interests of those workers who,",12
"          CANCER RESEARCH.                   inevitably, will be sacked?",12
    Senator ANDERSON -Ha s the atten-           Senator O'SULLIVAN-Th e answer,12
"tion of the Minister representing the         is"" "" N o "" to each of the four questions",12
Minister for Health been directed to the      asked by the honorahle senator. I am,12
,12
 not in a position to give any inside agreement for the transport of potatoes,13
 information as I have no knowledge at from Tasmania to the mainland in the,13
 all of the matters mentioned by him.            interests of both the producer and the,13
                                                 consumer ?,13
       WESTERN AUSTRALIAN,13
         SHIPPING SERVICES.                         Senator PALTRIDGE - I have not,13
    Senator COOKE - I ask the Minister noticed the press report to which Sena-,13
" for Shipping and Transport whether he tor Ashley refers, nor did the honorable",13
" recollects that, over a number of years, senator mention the name of the news-",13
 representatives of Western. Australia paper in which it appeared. Probably,13
 havo made persistent requests for an imit was a Sydney paper. I am kept closely,13
 proved shipping service to the ports of informed concerning the shipping of,13
" Esperance and Albany. I know that, as potatoes from Tasmania. Two commit-",13
" a private senator., the Minister was strong tees contact me almost daily, one repre-",13
" in his representations on this subject, as senting the potato-growers association",13
 were other honorable senators from and the other the potato-shippers asso-,13
 Western Australia. 'Can the Minister ciation. Tasmanian senators on both,13
" inform the Senate what improvement has sides of the House also see to it, that I",13
" been made, or is expected, in the shipping am kept up to date concerning the ship-",13
 service to those ports?                         ping of Tasmanian products. There has,13
                                                 been no bungling in the shipping of Tas-,13
"    Senator PALTRIDGE -Offhand , I manian potatoes. Last week, I read to",13
 canmot give details of the schedules of the Senate the schedule for shipping,13
shipping to the ports of Esperance and potatoes from the north-western ports of,13
"Albany mentioned by Senator Cooke. Tasmania, and' since that time I have",13
"However, my recollection is that last not heard from either of the associations",13
"year five ships called at Albany, and the which I just mentioned. Even from my",13
prospect of that number being increased comparatively short experience as a,13
" this year is quite substantial. I f the Minister, I am convinced that the absence",13
honorable senator will wait for a further of complaint from those two associations,13
"reply, I should prefer to obtain a detailed shows that they are completely satisfied",13
