text,pageNumbers
                                        Senate.,20
"                             Thursday, 27 September, 1917.",20
                          The PRESIDENT (Senator the Hon. T.,20
"                        Givens) took the Chair at 3 p.m., and",20
                       read prayers.,20
                               ME. JUSTICE HIGGINS -,20
                          Senator GARDINER -Ha s the atten-,20
                       tion of the Leader of the. Senate been,20
                       directed to a report in this morning's,20
                       newspaper of a question asked in another,20
                       .place with regard to Mr Justice,20
                       Higgins! Is he aware that Mr Living-,20
"                       ston . asked whether, in view of the fact",20
                       that Mr Justice Higgins,20
                          The PRESIDENT (Senator the Hon.,20
                       T. Givens) -I n asking a question the,20
                       honorable senator will not be in order in,20
                       quoting a newspaper extract except to,20
                       direct attention to the subject-matter.,20
                          Senator GARDINER -No t to base a,20
                       question upon it?,20
                          The PRESIDENT -Th o rule with re-,20
                       gard to the asking of questions is that,20
                       they must be put only for the purpose of,20
"                       eliciting information, and shall contain",20
"                       no statement, argument, or expression of",20
                       opinion.,20
,20
"     Senator GARDINER  - I regret, sir,      PUBLIC ACCOUNTS COMMITTEE .",21
 that the rule does not permit me to read             General report of tho Committeeon,21
 the newspaper report of the question. Is          Public Accounts presented by Senator,21
" the Leader of - the Senate aware that a           MODOUGAU , and ordered to be printed.",21
 question has been asked i n another place,21
 as to whether i t was the intention of the              SPECIAL ADJOURNMENT.,21
 Government to give honorable members                  Senator THOMAS -Doe s the Vice-,21
 anopportunity of considering the ad-           President of the Executive Council i n -,21
 visability of dealing with the term of Mr      tend to - ask the Senate to adjourn as,21
" Justice Higgins' appointment, and that            soon as the Government me^sutres now be-",21
 ah answer was given by the Prime                  fore the Senate have been dealt with by,21
 Minister ( Mr Hughes) reflecting upon a        the House of Representatives?,21
 r-eoont decision of. the Judge and i n t i-,21
 mating that the House would be afforded               Senator MILLEN  - I hope to do so.,21
 an opportunity of discussing the curtail-,21
 ment of. th'e period of his appointment ?                   RETURNED SOLDIERS.,21
 Has the Minister seen that statement i n              Senator POLL  - W i l l an instruction be,21
" the press, and i f so is i t the intention of     issued to. the Public Service Commissioner",21
" the Government to take any steps toin-         to the effect that, should a public servant",21
 vite Parliament to deal with the matter           Who is a returned soldier be absent f r o m,21
 foreshadowed ?                                    duty on account of the wounds or illness,21
"     Senator MILLEN  - I have seen the       he met with while serving w i th the A . I . P . ,",21
 statement and' i t is a correct indication of     ho shall not lose pay f o r the time he is so,21
 tho attitude of the Government on this            absent from duty?,21
 matter.                                               Senator MILLEN  - I hesitate to .say .,21
     Senator    GARDINER -I t            indicates that an instruction exactly i n those terms,21
" their attitude I                                  would be issued, b ut I shall have the",21
     Senator      MILLEN -Yes.                     matter considered .immediately and see,21
"                                                   what action can be'taken, w i t h the view",21
     Later.                                        to seeing that the assurances given to these,21
     Senator GARDINER  - I n view of the   men are f a i t h f u l l y carried out.,21
" reply t o my question, and i n view of the",21
 serious position which is created by a              AUSTRALIANIMPERIAL FORCE.,21
 Government with a majority i n both                    WITHDRAWAL FROM FIGHTINGLINE . ',21
"  Houses, and with the power by a vote of",21
  both Houses to remove a gentleman from               Senator GARDINER  - I have made a,21
  the H i g h Court                                public statement that the Australian I m -,21
                                                   perial Force was not withdrawn from the,21
      Senator NEEDHAM -Th e Arbitration            Western' f r o n t f o r a period of three,21
"  Court.                                           months between the 1st June, 1916. and",21
"      The PRESIDENT -Order !                       the 1stJanuary, 1917.             I ask the M i n-",21
"      Senator GARDINER  - I n view of the  ister for ""Defence whether that statement",21
 seriousness of the position created by the        is untrue or incorrect?,21
  Leader of the Government w i th a ma-               Senator PEARCE  - I believe that the,21
". jority in both Houses, and with the power        statement is partly correct.                 I am not",21
  to remove a member from the H i gh Court          prepared to say that the troops were with-,21
"  bench!, will the Government consider' the         drawn f o r a complete period of three",21
"  advisability of not permitting this Judge        months, b u t they were withdrawn be-",21
  to continue to occupy his position with a         tween these two dates f o r a period very,21
"  threat of removal hanging over h i m , b u t      nearly approaching t o three months.",21
  instead of adjourning Parliament ask                 Senator MCDOUGALL  - A section; not,21
  i t to decide the matter at once. i n the         all at one time.,21
  interests of justice ?,21
                                                              COMPANY FLOTATION.,21
      Senator MILLEN  - I think that the,21
  honorable senator has read into the words                        LABOUR' NEWSPAPER.,21
  of the Prime Minister something more                 Senator MAUGHAN  - R e f e r r i n g to,21
  than they are capable of fairl y hearing.         my question of yesterday as to the refusal,21
"  However, the suggestion he makes I shall          to register a Labour newspaper at Too-",21
"  have much pleasure i n conveying to the           woomba, Queensland, and the reply",21
  Cabinet.                                          given by the Vice-President of the Execu-,21
,21
"tive Council on behalf of tho Treasurer,     chamber yesterday, when, in dealing with",22
"and in which i t was stated that the only    the Supply Bill, I intimated that the de-",22
"consent given to the formation of a com-    sired information was now being gathered,",22
pany in Western Australia to publish a       that i t was anticipated that its col-,22
"newspaper was given in August, 1916, is      lection would take a few days, and that",22
the honorable senator aware that two         when available I would see that i t was,22
